,name,crosses,numberOfStrands
3627,6_1,"[X(1,29,32,30), X(3,21,4,20), X(6,1,7,2), X(7,30,8,31), X(14,26,15,25), X(15,13,16,12), X(16,23,17,24), X(17,10,18,11), X(19,5,20,4), X(21,18,22,19), X(22,10,23,9), X(24,11,25,12), X(26,14,27,13), X(27,3,28,2), X(28,5,29,6), X(31,8,32,9)]",32
3628,6_1,"[X(1,7,2,6), X(1,26,40,25), X(2,28,3,27), X(3,33,4,32), X(5,26,6,27), X(7,25,8,24), X(8,30,9,29), X(9,15,10,14), X(17,38,18,39), X(19,17,20,16), X(20,12,21,11), X(21,34,22,35), X(22,13,23,14), X(28,24,29,23), X(31,5,32,4), X(33,13,34,12), X(35,10,36,11), X(36,15,37,16), X(37,18,38,19), X(39,30,40,31)]",40
3629,6_1,"[X(1,6,2,7), X(1,13,16,14), X(4,12,5,11), X(7,2,8,3), X(8,6,9,5), X(9,14,10,15), X(12,4,13,3), X(15,10,16,11)]",16
3630,6_1,"[X(1,8,16,7), X(1,13,2,12), X(2,10,3,9), X(4,15,5,16), X(6,13,7,14), X(10,4,11,3), X(11,8,12,9), X(14,5,15,6)]",16
3631,6_1,"[X(2,12,3,11), X(5,20,6,1), X(7,18,8,19), X(8,2,9,1), X(10,15,11,16), X(12,4,13,3), X(13,17,14,16), X(14,9,15,10), X(17,4,18,5), X(19,6,20,7)]",20
3632,6_1,"[X(1,18,2,19), X(2,21,3,22), X(3,17,4,16), X(4,24,5,23), X(6,13,7,14), X(8,26,9,25), X(11,15,12,14), X(12,5,13,6), X(15,22,16,23), X(17,21,18,20), X(19,28,20,1), X(24,10,25,9), X(26,8,27,7), X(27,10,28,11)]",28
3633,6_1,"[X(2,14,3,13), X(6,1,7,2), X(9,18,10,1), X(10,8,11,7), X(11,5,12,4), X(14,4,15,3), X(15,12,16,13), X(16,5,17,6), X(17,8,18,9)]",18
3634,6_1,"[X(3,10,4,11), X(4,13,5,14), X(5,1,6,16), X(7,15,8,14), X(8,1,9,2), X(9,13,10,12), X(11,2,12,3), X(15,7,16,6)]",16
3635,6_1,"[X(2,21,3,22), X(4,2,5,1), X(5,25,6,24), X(6,18,7,17), X(8,16,9,15), X(10,14,11,13), X(11,16,12,17), X(12,8,13,7), X(14,10,15,9), X(19,26,20,1), X(20,3,21,4), X(23,19,24,18), X(25,22,26,23)]",26
3636,6_1,"[X(2,11,3,12), X(3,20,4,1), X(4,14,5,13), X(6,16,7,15), X(9,18,10,19), X(12,1,13,2), X(14,8,15,7), X(16,6,17,5), X(17,10,18,11), X(19,8,20,9)]",20
3637,6_1,"[X(1,12,2,13), X(1,20,24,19), X(6,15,7,16), X(7,5,8,4), X(8,18,9,17), X(10,22,11,21), X(13,2,14,3), X(14,5,15,6), X(16,4,17,3), X(18,12,19,11), X(20,23,21,24), X(22,10,23,9)]",24
3638,6_1,"[X(1,12,2,13), X(4,22,5,21), X(7,15,8,14), X(10,17,11,18), X(11,2,12,3), X(13,9,14,8), X(15,7,16,6), X(16,9,17,10), X(18,5,19,6), X(19,22,20,1), X(20,4,21,3)]",22
3639,6_1,"[X(1,22,2,23), X(3,6,4,7), X(4,20,5,19), X(7,10,8,11), X(9,17,10,16), X(11,2,12,3), X(12,22,13,21), X(13,24,14,25), X(15,18,16,19), X(17,9,18,8), X(20,6,21,5), X(23,26,24,1), X(25,14,26,15)]",26
3640,6_1,"[X(1,10,2,11), X(5,15,6,14), X(7,4,8,5), X(9,2,10,3), X(11,16,12,1), X(12,4,13,3), X(13,7,14,6), X(15,8,16,9)]",16
3641,6_1,"[X(1,4,16,3), X(1,9,2,8), X(5,12,6,13), X(6,15,7,16), X(9,3,10,2), X(10,7,11,8), X(11,15,12,14), X(13,4,14,5)]",16
3642,6_1,"[X(2,19,3,20), X(4,18,5,17), X(5,8,6,9), X(7,13,8,12), X(9,22,10,1), X(11,14,12,15), X(13,7,14,6), X(15,18,16,19), X(16,4,17,3), X(20,1,21,2), X(21,10,22,11)]",22
3643,6_1,"[X(1,19,2,18), X(2,11,3,12), X(3,9,4,8), X(4,13,5,14), X(5,17,6,16), X(7,15,8,14), X(9,20,10,1), X(12,17,13,18), X(15,7,16,6), X(19,10,20,11)]",20
3644,6_1,"[X(1,12,2,13), X(2,26,3,25), X(3,11,4,10), X(4,18,5,17), X(5,22,6,23), X(9,16,10,17), X(13,7,14,6), X(14,24,15,23), X(15,8,16,9), X(19,28,20,1), X(21,19,22,18), X(24,7,25,8), X(26,12,27,11), X(27,20,28,21)]",28
3645,6_1,"[X(1,24,2,25), X(5,17,6,16), X(7,19,8,18), X(8,15,9,16), X(9,20,10,21), X(12,30,13,29), X(17,7,18,6), X(19,14,20,15), X(21,10,22,11), X(22,14,23,13), X(23,2,24,3), X(25,34,26,1), X(27,32,28,33), X(28,4,29,3), X(30,12,31,11), X(31,4,32,5), X(33,26,34,27)]",34
3646,6_1,"[X(1,8,2,9), X(3,21,4,20), X(7,2,8,3), X(10,25,11,26), X(11,16,12,17), X(13,5,14,4), X(15,6,16,7), X(17,12,18,13), X(18,6,19,5), X(19,15,20,14), X(22,30,23,29), X(24,9,25,10), X(26,21,27,22), X(27,1,28,30), X(28,24,29,23)]",30
3647,6_1,"[X(1,4,16,3), X(2,10,3,9), X(4,15,5,16), X(6,13,7,14), X(8,6,9,5), X(10,2,11,1), X(11,14,12,15), X(12,7,13,8)]",16
3648,6_1,"[X(1,6,2,7), X(2,28,3,27), X(4,10,5,9), X(5,28,6,1), X(7,24,8,25), X(10,4,11,3), X(12,18,13,17), X(14,19,15,20), X(15,22,16,23), X(16,12,17,11), X(20,13,21,14), X(21,18,22,19), X(25,8,26,9), X(26,24,27,23)]",28
3649,6_1,"[X(1,13,22,14), X(7,18,8,19), X(8,5,9,6), X(9,2,10,3), X(10,15,11,16), X(12,2,13,1), X(14,11,15,12), X(16,4,17,3), X(17,21,18,20), X(19,6,20,7), X(21,4,22,5)]",22
3650,6_1,"[X(1,14,26,13), X(2,10,3,9), X(6,20,7,19), X(8,5,9,6), X(11,24,12,25), X(14,1,15,2), X(15,11,16,10), X(16,4,17,3), X(18,8,19,7), X(20,17,21,18), X(21,4,22,5), X(23,12,24,13), X(25,23,26,22)]",26
3651,6_1,"[X(2,14,3,13), X(5,18,6,19), X(6,3,7,4), X(7,11,8,10), X(8,15,9,16), X(11,14,12,15), X(12,2,13,1), X(16,9,17,10), X(17,1,18,20), X(19,4,20,5)]",20
3652,6_1,"[X(1,4,2,5), X(1,8,16,7), X(2,12,3,11), X(5,11,6,10), X(6,13,7,14), X(8,15,9,16), X(12,4,13,3), X(14,9,15,10)]",16
3653,6_1,"[X(1,12,2,13), X(2,20,3,19), X(3,11,4,10), X(4,15,5,16), X(6,9,7,10), X(8,18,9,17), X(13,22,14,1), X(16,5,17,6), X(18,8,19,7), X(20,12,21,11), X(21,14,22,15)]",22
3654,6_1,"[X(1,4,26,3), X(1,15,2,14), X(5,18,6,19), X(6,22,7,21), X(7,11,8,10), X(8,19,9,20), X(12,25,13,26), X(15,3,16,2), X(16,13,17,14), X(17,25,18,24), X(20,9,21,10), X(22,12,23,11), X(23,4,24,5)]",26
3655,6_1,"[X(4,15,5,16), X(6,14,7,13), X(7,19,8,18), X(9,3,10,2), X(11,22,12,23), X(12,1,13,2), X(16,3,17,4), X(17,9,18,8), X(19,14,20,15), X(20,6,21,5), X(21,1,22,24), X(23,10,24,11)]",24
3656,6_1,"[X(1,12,30,11), X(2,14,3,13), X(4,1,5,2), X(7,22,8,23), X(9,7,10,6), X(12,4,13,3), X(16,27,17,28), X(17,14,18,15), X(19,25,20,24), X(20,5,21,6), X(21,8,22,9), X(23,11,24,10), X(25,19,26,18), X(26,30,27,29), X(28,15,29,16)]",30
3657,6_1,"[X(1,11,20,12), X(2,9,3,10), X(4,16,5,15), X(7,11,8,10), X(8,1,9,2), X(12,17,13,18), X(14,6,15,5), X(16,13,17,14), X(18,4,19,3), X(19,6,20,7)]",20
3658,6_1,"[X(1,6,18,5), X(1,10,2,11), X(3,15,4,14), X(4,10,5,9), X(6,11,7,12), X(7,16,8,17), X(8,14,9,13), X(12,17,13,18), X(15,3,16,2)]",18
3659,6_1,"[X(1,9,20,10), X(3,12,4,13), X(6,17,7,18), X(7,3,8,2), X(10,20,11,19), X(11,4,12,5), X(13,9,14,8), X(14,1,15,2), X(15,19,16,18), X(16,5,17,6)]",20
3660,6_1,"[X(1,32,40,31), X(2,30,3,29), X(4,28,5,27), X(6,20,7,19), X(9,22,10,23), X(10,16,11,15), X(12,3,13,4), X(13,29,14,28), X(14,12,15,11), X(16,22,17,21), X(17,9,18,8), X(18,23,19,24), X(24,7,25,8), X(25,20,26,21), X(26,6,27,5), X(30,36,31,35), X(32,39,33,40), X(34,37,35,38), X(36,2,37,1), X(38,33,39,34)]",40
3661,6_1,"[X(1,12,2,13), X(2,15,3,16), X(6,22,7,21), X(7,5,8,4), X(8,18,9,17), X(10,14,11,13), X(11,24,12,1), X(14,23,15,24), X(18,10,19,9), X(19,16,20,17), X(20,3,21,4), X(22,6,23,5)]",24
3662,6_1,"[X(1,13,16,14), X(2,7,3,8), X(5,13,6,12), X(6,3,7,4), X(8,1,9,2), X(9,14,10,15), X(11,5,12,4), X(15,10,16,11)]",16
3663,6_1,"[X(1,11,2,10), X(1,14,28,13), X(2,18,3,17), X(4,21,5,22), X(6,24,7,23), X(8,5,9,6), X(9,16,10,17), X(11,19,12,18), X(14,27,15,28), X(19,13,20,12), X(22,8,23,7), X(24,3,25,4), X(25,20,26,21), X(26,15,27,16)]",28
3664,6_1,"[X(1,16,2,17), X(3,1,4,26), X(4,17,5,18), X(6,13,7,14), X(10,22,11,21), X(14,5,15,6), X(15,2,16,3), X(18,24,19,23), X(19,8,20,9), X(20,12,21,11), X(22,10,23,9), X(24,7,25,8), X(25,13,26,12)]",26
3665,6_1,"[X(1,14,34,13), X(5,33,6,32), X(6,3,7,4), X(7,29,8,28), X(11,24,12,25), X(12,17,13,18), X(14,1,15,2), X(16,22,17,21), X(19,2,20,3), X(20,23,21,24), X(22,16,23,15), X(25,10,26,11), X(26,30,27,29), X(27,9,28,8), X(30,10,31,9), X(31,5,32,4), X(33,18,34,19)]",34
3666,6_1,"[X(1,21,40,22), X(2,37,3,38), X(3,25,4,24), X(4,35,5,36), X(9,29,10,28), X(10,7,11,8), X(12,25,13,26), X(14,11,15,12), X(16,31,17,32), X(18,6,19,5), X(19,37,20,36), X(20,23,21,24), X(22,40,23,39), X(26,13,27,14), X(27,9,28,8), X(29,6,30,7), X(32,17,33,18), X(33,31,34,30), X(34,16,35,15), X(38,1,39,2)]",40
3667,6_1,"[X(1,16,2,17), X(4,28,5,27), X(9,21,10,20), X(10,7,11,8), X(11,22,12,23), X(12,6,13,5), X(13,24,14,25), X(14,32,15,31), X(15,2,16,3), X(17,32,18,1), X(18,24,19,23), X(19,9,20,8), X(21,6,22,7), X(26,29,27,30), X(28,4,29,3), X(30,25,31,26)]",32
3668,6_1,"[X(2,5,3,6), X(3,13,4,12), X(8,17,9,18), X(10,8,11,7), X(11,18,12,1), X(13,5,14,4), X(14,2,15,1), X(15,6,16,7), X(16,9,17,10)]",18
3669,6_1,"[X(1,24,30,23), X(3,27,4,26), X(5,18,6,19), X(6,11,7,12), X(7,21,8,20), X(8,16,9,15), X(14,29,15,30), X(16,10,17,9), X(17,22,18,23), X(19,12,20,13), X(21,11,22,10), X(24,1,25,2), X(25,5,26,4), X(27,3,28,2), X(28,13,29,14)]",30
3670,6_1,"[X(1,22,26,21), X(3,20,4,21), X(6,16,7,15), X(7,10,8,11), X(8,13,9,14), X(12,9,13,10), X(14,12,15,11), X(16,5,17,6), X(17,25,18,24), X(19,4,20,5), X(22,1,23,2), X(23,19,24,18), X(25,3,26,2)]",26
3671,6_1,"[X(1,4,18,3), X(1,9,2,8), X(4,13,5,14), X(6,17,7,18), X(9,3,10,2), X(10,7,11,8), X(11,17,12,16), X(14,5,15,6), X(15,13,16,12)]",18
3672,6_1,"[X(1,24,2,25), X(2,10,3,9), X(3,27,4,26), X(4,15,5,16), X(6,19,7,20), X(11,1,12,28), X(13,19,14,18), X(16,5,17,6), X(17,15,18,14), X(20,7,21,8), X(21,13,22,12), X(22,27,23,28), X(23,10,24,11), X(25,9,26,8)]",28
3673,6_1,"[X(1,5,2,4), X(1,16,30,15), X(2,11,3,12), X(5,21,6,20), X(8,24,9,23), X(10,25,11,26), X(12,3,13,4), X(13,17,14,16), X(14,29,15,30), X(17,25,18,24), X(18,10,19,9), X(19,26,20,27), X(21,29,22,28), X(22,8,23,7), X(27,6,28,7)]",30
3674,6_1,"[X(1,10,16,9), X(1,13,2,12), X(3,11,4,10), X(5,14,6,15), X(7,5,8,4), X(8,15,9,16), X(11,3,12,2), X(13,6,14,7)]",16
3675,6_1,"[X(1,11,2,10), X(1,13,16,14), X(3,12,4,13), X(4,8,5,7), X(5,14,6,15), X(9,3,10,2), X(11,8,12,9), X(15,6,16,7)]",16
3676,6_1,"[X(1,17,2,16), X(2,13,3,14), X(4,15,5,16), X(6,19,7,20), X(8,24,9,23), X(9,21,10,20), X(10,5,11,6), X(12,18,13,17), X(14,3,15,4), X(18,12,19,11), X(21,24,22,1), X(22,8,23,7)]",24
3677,6_1,"[X(1,12,2,13), X(4,18,5,17), X(5,10,6,11), X(6,14,7,13), X(9,20,10,21), X(11,2,12,3), X(14,8,15,7), X(15,22,16,1), X(16,4,17,3), X(18,22,19,21), X(19,8,20,9)]",22
3678,6_1,"[X(1,18,26,17), X(2,7,3,8), X(3,19,4,18), X(4,12,5,11), X(6,19,7,20), X(8,1,9,2), X(12,6,13,5), X(13,23,14,22), X(15,24,16,25), X(16,9,17,10), X(20,24,21,23), X(21,15,22,14), X(25,10,26,11)]",26
3679,6_1,"[X(1,8,22,7), X(2,14,3,13), X(5,9,6,8), X(6,21,7,22), X(9,20,10,21), X(10,2,11,1), X(12,17,13,18), X(14,4,15,3), X(15,19,16,18), X(16,11,17,12), X(19,4,20,5)]",22
3680,6_1,"[X(1,9,48,10), X(1,42,2,43), X(4,48,5,47), X(6,21,7,22), X(7,44,8,45), X(10,4,11,3), X(11,47,12,46), X(13,23,14,22), X(17,24,18,25), X(19,16,20,17), X(20,5,21,6), X(23,15,24,14), X(25,18,26,19), X(26,15,27,16), X(27,13,28,12), X(28,40,29,39), X(29,39,30,38), X(32,36,33,35), X(33,31,34,30), X(34,37,35,38), X(36,32,37,31), X(41,2,42,3), X(43,8,44,9), X(45,41,46,40)]",48
3681,6_1,"[X(1,24,34,23), X(1,28,2,29), X(2,32,3,31), X(5,31,6,30), X(6,3,7,4), X(7,32,8,33), X(8,17,9,18), X(9,21,10,20), X(10,16,11,15), X(11,27,12,26), X(13,18,14,19), X(19,14,20,15), X(21,17,22,16), X(24,33,25,34), X(25,13,26,12), X(27,22,28,23), X(29,5,30,4)]",34
3682,6_1,"[X(2,11,3,12), X(5,29,6,28), X(9,13,10,12), X(10,1,11,2), X(13,34,14,1), X(15,32,16,33), X(19,5,20,4), X(20,7,21,8), X(22,18,23,17), X(23,30,24,31), X(24,4,25,3), X(25,8,26,9), X(26,21,27,22), X(27,7,28,6), X(29,19,30,18), X(31,16,32,17), X(33,14,34,15)]",34
3683,6_1,"[X(1,24,2,25), X(2,8,3,7), X(3,21,4,20), X(5,18,6,19), X(8,32,9,31), X(10,22,11,21), X(11,5,12,4), X(12,19,13,20), X(13,6,14,7), X(14,26,15,25), X(15,36,16,1), X(17,28,18,29), X(22,30,23,29), X(26,35,27,36), X(30,10,31,9), X(32,24,33,23), X(33,16,34,17), X(34,27,35,28)]",36
3684,6_1,"[X(1,16,40,15), X(1,20,2,21), X(4,29,5,30), X(5,3,6,2), X(6,28,7,27), X(7,30,8,31), X(10,36,11,35), X(13,25,14,24), X(14,20,15,19), X(16,21,17,22), X(17,38,18,39), X(18,24,19,23), X(22,39,23,40), X(25,33,26,32), X(26,10,27,9), X(28,3,29,4), X(31,8,32,9), X(33,37,34,36), X(34,12,35,11), X(37,13,38,12)]",40
3685,6_1,"[X(2,5,3,6), X(3,13,4,12), X(6,1,7,2), X(9,16,10,1), X(11,9,12,8), X(13,5,14,4), X(14,7,15,8), X(15,10,16,11)]",16
3686,6_1,"[X(2,9,3,10), X(3,1,4,16), X(4,14,5,13), X(6,12,7,11), X(7,14,8,15), X(8,1,9,2), X(12,6,13,5), X(15,10,16,11)]",16
3687,6_1,"[X(1,6,24,5), X(1,9,2,8), X(3,17,4,16), X(4,21,5,22), X(6,23,7,24), X(10,14,11,13), X(11,18,12,19), X(14,10,15,9), X(15,3,16,2), X(17,20,18,21), X(19,12,20,13), X(22,7,23,8)]",24
3688,6_1,"[X(1,7,16,8), X(2,13,3,14), X(4,11,5,12), X(5,15,6,14), X(6,9,7,10), X(8,16,9,15), X(10,1,11,2), X(12,3,13,4)]",16
3689,6_1,"[X(1,4,40,3), X(1,30,2,31), X(4,38,5,37), X(6,18,7,17), X(7,10,8,11), X(9,33,10,32), X(11,20,12,21), X(13,25,14,24), X(21,12,22,13), X(22,16,23,15), X(23,27,24,26), X(25,15,26,14), X(27,16,28,17), X(28,35,29,36), X(29,2,30,3), X(31,19,32,18), X(33,9,34,8), X(34,19,35,20), X(38,6,39,5), X(39,36,40,37)]",40
3690,6_1,"[X(1,10,24,9), X(1,16,2,17), X(2,12,3,11), X(5,21,6,20), X(7,12,8,13), X(8,16,9,15), X(14,23,15,24), X(17,11,18,10), X(18,3,19,4), X(19,7,20,6), X(21,5,22,4), X(22,13,23,14)]",24
3691,6_1,"[X(1,10,2,11), X(2,7,3,8), X(5,15,6,14), X(6,3,7,4), X(8,12,9,11), X(9,16,10,1), X(12,15,13,16), X(13,5,14,4)]",16
3692,6_1,"[X(1,7,2,6), X(1,16,22,15), X(3,12,4,13), X(7,3,8,2), X(8,5,9,6), X(9,19,10,18), X(11,14,12,15), X(13,4,14,5), X(16,21,17,22), X(19,11,20,10), X(20,17,21,18)]",22
3693,6_1,"[X(1,16,2,17), X(5,23,6,22), X(8,13,9,14), X(9,24,10,1), X(10,20,11,19), X(11,5,12,4), X(12,7,13,8), X(14,3,15,4), X(17,2,18,3), X(18,16,19,15), X(21,7,22,6), X(23,20,24,21)]",24
3694,6_1,"[X(1,12,28,11), X(2,15,3,16), X(3,11,4,10), X(5,8,6,9), X(6,22,7,21), X(13,17,14,16), X(14,1,15,2), X(17,13,18,12), X(19,24,20,25), X(22,8,23,7), X(23,20,24,21), X(25,5,26,4), X(26,9,27,10), X(27,19,28,18)]",28
3695,6_1,"[X(1,18,34,17), X(2,30,3,29), X(3,20,4,21), X(5,26,6,27), X(9,33,10,32), X(11,6,12,7), X(12,26,13,25), X(13,5,14,4), X(14,22,15,21), X(15,28,16,29), X(16,1,17,2), X(18,33,19,34), X(23,11,24,10), X(24,7,25,8), X(27,23,28,22), X(30,19,31,20), X(31,9,32,8)]",34
3696,6_1,"[X(1,10,36,9), X(1,12,2,13), X(7,19,8,18), X(11,2,12,3), X(13,11,14,10), X(14,35,15,36), X(15,4,16,5), X(16,34,17,33), X(17,9,18,8), X(19,32,20,33), X(20,6,21,5), X(21,31,22,30), X(23,28,24,29), X(25,23,26,22), X(26,29,27,30), X(27,24,28,25), X(31,6,32,7), X(34,4,35,3)]",36
3697,6_1,"[X(1,10,22,9), X(3,13,4,12), X(5,20,6,21), X(6,16,7,15), X(8,17,9,18), X(10,1,11,2), X(11,5,12,4), X(13,3,14,2), X(18,7,19,8), X(19,16,20,17), X(21,15,22,14)]",22
3698,6_1,"[X(1,12,34,11), X(5,25,6,24), X(7,4,8,5), X(8,22,9,21), X(9,26,10,27), X(16,29,17,30), X(17,14,18,15), X(18,32,19,31), X(19,13,20,12), X(20,33,21,34), X(22,4,23,3), X(23,7,24,6), X(25,2,26,3), X(27,10,28,11), X(28,2,29,1), X(30,15,31,16), X(32,14,33,13)]",34
3699,6_1,"[X(1,22,34,21), X(3,10,4,11), X(4,15,5,16), X(6,14,7,13), X(8,32,9,31), X(16,12,17,11), X(18,24,19,23), X(19,2,20,3), X(20,25,21,26), X(22,18,23,17), X(24,1,25,2), X(26,9,27,10), X(27,14,28,15), X(28,6,29,5), X(29,13,30,12), X(30,33,31,34), X(32,8,33,7)]",34
3700,6_1,"[X(1,10,2,11), X(4,16,5,15), X(5,2,6,3), X(8,12,9,11), X(9,18,10,1), X(12,17,13,18), X(13,7,14,6), X(14,4,15,3), X(16,7,17,8)]",18
3701,6_1,"[X(1,5,26,6), X(1,18,2,19), X(2,14,3,13), X(6,26,7,25), X(7,16,8,17), X(8,23,9,24), X(11,5,12,4), X(12,19,13,20), X(14,22,15,21), X(15,10,16,11), X(20,3,21,4), X(22,9,23,10), X(24,18,25,17)]",26
3702,6_1,"[X(1,14,24,13), X(4,19,5,20), X(5,2,6,3), X(8,24,9,23), X(11,17,12,16), X(12,7,13,8), X(14,10,15,9), X(15,22,16,23), X(17,6,18,7), X(18,2,19,1), X(20,3,21,4), X(21,11,22,10)]",24
3703,6_1,"[X(1,5,2,4), X(2,9,3,10), X(5,15,6,14), X(10,3,11,4), X(12,8,13,7), X(13,18,14,19), X(15,1,16,20), X(16,11,17,12), X(17,9,18,8), X(19,6,20,7)]",20
3704,6_1,"[X(1,16,22,15), X(2,5,3,6), X(4,18,5,17), X(6,11,7,12), X(8,14,9,13), X(12,21,13,22), X(14,10,15,9), X(16,1,17,2), X(18,4,19,3), X(19,10,20,11), X(20,8,21,7)]",22
3705,6_1,"[X(1,15,2,14), X(3,18,4,1), X(7,13,8,12), X(8,5,9,6), X(9,16,10,17), X(11,7,12,6), X(13,3,14,2), X(15,4,16,5), X(17,10,18,11)]",18
3706,6_1,"[X(1,19,2,18), X(2,9,3,10), X(3,20,4,21), X(4,28,5,27), X(5,35,6,34), X(6,31,7,32), X(7,38,8,1), X(10,17,11,18), X(13,23,14,22), X(16,11,17,12), X(19,8,20,9), X(21,15,22,14), X(23,13,24,12), X(24,15,25,16), X(26,33,27,34), X(28,36,29,35), X(30,38,31,37), X(32,25,33,26), X(36,30,37,29)]",38
3707,6_1,"[X(2,27,3,28), X(5,18,6,19), X(7,23,8,22), X(10,3,11,4), X(14,10,15,9), X(15,4,16,5), X(16,34,17,33), X(19,8,20,9), X(20,23,21,24), X(21,7,22,6), X(24,13,25,14), X(25,36,26,1), X(26,30,27,29), X(28,1,29,2), X(31,13,32,12), X(32,18,33,17), X(34,11,35,12), X(35,30,36,31)]",36
3708,6_1,"[X(1,11,30,12), X(3,23,4,22), X(8,17,9,18), X(10,27,11,28), X(13,5,14,4), X(15,6,16,7), X(18,1,19,2), X(19,12,20,13), X(20,6,21,5), X(21,15,22,14), X(23,3,24,2), X(24,7,25,8), X(25,16,26,17), X(26,30,27,29), X(28,9,29,10)]",30
3709,6_1,"[X(1,16,2,17), X(2,20,3,19), X(4,7,5,8), X(5,10,6,11), X(9,6,10,7), X(11,9,12,8), X(12,18,13,17), X(13,22,14,1), X(15,20,16,21), X(18,4,19,3), X(21,14,22,15)]",22
3710,6_1,"[X(1,6,16,5), X(1,8,2,9), X(3,13,4,12), X(7,2,8,3), X(9,7,10,6), X(10,15,11,16), X(13,5,14,4), X(14,11,15,12)]",16
3711,6_1,"[X(1,26,2,27), X(2,18,3,17), X(3,25,4,24), X(4,8,5,7), X(5,11,6,10), X(9,7,10,6), X(11,8,12,9), X(13,22,14,23), X(15,20,16,21), X(19,1,20,30), X(21,14,22,15), X(25,18,26,19), X(27,17,28,16), X(28,24,29,23), X(29,12,30,13)]",30
3712,6_1,"[X(1,10,2,11), X(2,22,3,21), X(3,15,4,14), X(5,13,6,12), X(6,19,7,20), X(7,28,8,1), X(8,23,9,24), X(11,21,12,20), X(13,5,14,4), X(15,18,16,19), X(17,27,18,26), X(22,25,23,26), X(24,9,25,10), X(27,17,28,16)]",28
3713,6_1,"[X(1,6,22,5), X(2,10,3,9), X(3,17,4,16), X(4,19,5,20), X(6,21,7,22), X(12,17,13,18), X(13,10,14,11), X(14,2,15,1), X(15,9,16,8), X(18,11,19,12), X(20,7,21,8)]",22
3714,6_1,"[X(1,20,24,19), X(4,24,5,23), X(5,20,6,21), X(6,1,7,2), X(9,18,10,19), X(10,8,11,7), X(11,3,12,2), X(12,16,13,15), X(13,23,14,22), X(16,3,17,4), X(17,8,18,9), X(21,15,22,14)]",24
3715,6_1,"[X(2,8,3,7), X(3,10,4,11), X(4,13,5,14), X(9,1,10,18), X(11,6,12,7), X(14,5,15,6), X(15,13,16,12), X(16,1,17,2), X(17,9,18,8)]",18
3716,6_1,"[X(1,19,2,18), X(3,24,4,1), X(5,10,6,11), X(6,15,7,16), X(7,13,8,12), X(8,23,9,24), X(9,21,10,20), X(13,22,14,23), X(16,12,17,11), X(17,3,18,2), X(19,4,20,5), X(21,14,22,15)]",24
3717,6_1,"[X(2,6,3,5), X(3,21,4,20), X(7,38,8,1), X(9,36,10,37), X(10,2,11,1), X(11,34,12,35), X(13,33,14,32), X(14,27,15,28), X(19,5,20,4), X(21,18,22,19), X(22,30,23,29), X(23,17,24,16), X(24,31,25,32), X(25,12,26,13), X(26,34,27,33), X(28,15,29,16), X(30,18,31,17), X(35,6,36,7), X(37,8,38,9)]",38
3718,6_1,"[X(1,12,2,13), X(4,22,5,21), X(7,21,8,20), X(9,6,10,7), X(11,16,12,17), X(13,24,14,1), X(15,2,16,3), X(17,10,18,11), X(18,6,19,5), X(19,9,20,8), X(22,4,23,3), X(23,14,24,15)]",24
3719,6_1,"[X(3,8,4,9), X(5,1,6,26), X(7,2,8,3), X(10,24,11,23), X(11,14,12,15), X(13,21,14,20), X(15,22,16,23), X(17,6,18,7), X(18,1,19,2), X(19,5,20,4), X(21,13,22,12), X(24,10,25,9), X(25,16,26,17)]",26
3720,6_1,"[X(5,17,6,16), X(6,3,7,4), X(12,25,13,26), X(13,2,14,3), X(14,8,15,7), X(15,5,16,4), X(17,8,18,9), X(18,2,19,1), X(19,25,20,24), X(20,12,21,11), X(21,26,22,27), X(22,9,23,10), X(23,1,24,28), X(27,10,28,11)]",28
3721,6_1,"[X(1,8,2,9), X(2,15,3,16), X(3,19,4,18), X(4,14,5,13), X(6,12,7,11), X(7,20,8,1), X(9,16,10,17), X(12,6,13,5), X(17,10,18,11), X(19,15,20,14)]",20
3722,6_1,"[X(1,17,2,16), X(3,22,4,23), X(6,19,7,20), X(9,12,10,13), X(11,25,12,24), X(13,4,14,5), X(14,22,15,21), X(15,3,16,2), X(17,9,18,8), X(18,5,19,6), X(20,7,21,8), X(23,26,24,1), X(25,11,26,10)]",26
3723,6_1,"[X(1,12,18,11), X(2,9,3,10), X(3,16,4,17), X(4,14,5,13), X(5,8,6,9), X(7,15,8,14), X(10,1,11,2), X(12,17,13,18), X(15,7,16,6)]",18
3724,6_1,"[X(1,11,28,12), X(1,18,2,19), X(4,23,5,24), X(5,14,6,15), X(6,9,7,10), X(7,21,8,20), X(12,28,13,27), X(15,25,16,24), X(16,3,17,4), X(17,26,18,27), X(19,10,20,11), X(21,9,22,8), X(22,14,23,13), X(25,2,26,3)]",28
3725,6_1,"[X(1,7,18,8), X(2,17,3,18), X(3,12,4,13), X(6,2,7,1), X(8,13,9,14), X(9,4,10,5), X(10,16,11,15), X(14,5,15,6), X(16,12,17,11)]",18
3726,6_1,"[X(2,19,3,20), X(3,22,4,23), X(4,15,5,16), X(6,14,7,13), X(7,1,8,26), X(10,26,11,25), X(11,8,12,9), X(12,23,13,24), X(16,5,17,6), X(17,15,18,14), X(18,22,19,21), X(20,1,21,2), X(24,10,25,9)]",26
